"id","businessKey","version","processingReason","sourceFile","originalLineNumber","applicationNo","readerId","readerName","isbn","bookTitle","applicantLibrary","lendingLibrary","applicationDate","status","expectedReturnDate","actualReturnDate"
"1d619a26-5f6e-4d2e-8213-8549fa739e68","c50797434b4911ed1cafd8dade93b3c8",1,"normal","borrow_applications.json",23,"BORROW-010022","READER-7079","Naomi Kovacek Sr.","978-0-461-85205-9","apostolus solus saepe arbustum cultellus","复旦大学图书馆","国家图书馆",1776109236665,"returned",1778701236665,1779081560694
"e115ed4c-1595-4bb3-a69c-3689d2e7626a","82d292044d0200b61d9642c921469c61",1,"normal","borrow_applications.json",22,"BORROW-010021","READER-8856","Bobby Kris","978-0-567-42751-9","centum tepidus perspiciatis volva illo","复旦大学图书馆","南京图书馆",1776133811229,"pending",1778725811229,1779427550491
"e0735451-b899-46cb-9250-1e4f4ce6996c","2725322f2e42dc5bf7e766fab5614545",1,"normal","borrow_applications.json",21,"BORROW-010020","READER-4186","Vivian Heathcote IV","978-0-200-73052-5","porro nobis spiritus cresco vulgo","清华大学图书馆","南京图书馆",1778950765633,"approved",1781542765633,1781935734358
"33efb21b-a995-4fe2-b00a-9c79ef7480d9","b1e5f910fc91d0037edd610933b0a656",3,"duplicate_record","borrow_applications.json",20,"BORROW-010019","READER-8975","Marcella Anderson","978-1-4406-5281-3","denuo aequus tondeo victoria ad","北京大学图书馆","国家图书馆",1778521932920,"approved",1781113932920,
"5f2463f3-8028-4745-8654-c03989402a36","1d8bce2650897597425e3dcd3cc2fd10",1,"normal","borrow_applications.json",19,"BORROW-010018","READER-8183","Mr. Casey Fadel","978-1-388-94417-9","architecto id pel congregatio sollers","清华大学图书馆","上海图书馆",1777769530843,"lent",1780361530843,1781351346980
"42ea6104-d41e-4953-afa5-ff9002d2ff88","c5dc53a2ddc717c148b79f8f8516fc48",1,"normal","borrow_applications.json",18,"BORROW-010017","READER-4235","Dr. Theodore Hirthe","978-0-7970-8000-3","tum thalassinus alias taedium sto","清华大学图书馆","上海图书馆",1773509085924,"pending",1776101085924,1777185884966
"a3ab8b66-62cd-4c31-93f9-7d07b0cbff4b","8add2395ab785437fed007afb69dfbb6",1,"normal","borrow_applications.json",17,"BORROW-010016","READER-6593","Patsy Abernathy","978-1-4103-2657-7","coma baiulus adhaero aequus amet","清华大学图书馆","上海图书馆",1777099049730,"lent",1779691049730,1780569420199
"5b531e83-e276-4be9-a7b5-183fc5c1212d","2b281ef2dbefe4ab779c7c37cf25d556",3,"duplicate_record","borrow_applications.json",16,"BORROW-010015","READER-8948","Bert Pfannerstill","978-0-8145-5606-1","usus astrum cubitum commodo ultio","复旦大学图书馆","国家图书馆",1775741505067,"returned",1778333505067,
"447f1ab3-8ea4-4399-9030-6119c0de8efc","033c0da79df881a6b5e96d246c958c3a",1,"normal","borrow_applications.json",15,"BORROW-010014","READER-9751","Pat Gulgowski-Barrows PhD","978-1-120-50567-5","cogito torqueo totam tutis angustus","清华大学图书馆","南京图书馆",1776822540599,"lent",1779414540599,1780436219833
"d3cd5a0e-be6d-4e2c-8e27-f5b191b20c31","74d7083647fa47bc95adc868d386f2b9",3,"duplicate_record","borrow_applications.json",14,"BORROW-010013","READER-6321","Hector Stamm V","978-1-306-21343-1","tui deripio tristis triduana eos","复旦大学图书馆","南京图书馆",1776542659853,"lent",1779134659853,
"37f096a6-9565-455e-8591-9080cf01ed30","6532d59566ebeec03fa4ca9e2907d37c",1,"normal","borrow_applications.json",13,"BORROW-010012","READER-1778","Tony Koss","978-0-518-24261-1","candidus casso constans cupiditas canto","清华大学图书馆","国家图书馆",1776278051917,"approved",1778870051917,1779633905674
"2898415c-fc63-4df9-87e1-9fe38554eff7","ced3f587ae964e08b273090bcfb93014",1,"normal","borrow_applications.json",12,"BORROW-010011","READER-1748","Cynthia Feil","978-1-207-87530-1","cruentus virga varietas decerno denique","清华大学图书馆","南京图书馆",1776097119093,"lent",1778689119093,1779177275361
"f2bb271b-1dc0-4c0d-890c-b3b421cbba5f","ebc35471f1593420afdb11117d9a49dc",1,"normal","borrow_applications.json",11,"BORROW-010010","READER-8937","Lamar Keebler","978-1-83618-177-4","causa velum adeptio canonicus tunc","复旦大学图书馆","南京图书馆",1775736445234,"pending",1778328445234,1777989007823
"acdd0c18-a7eb-4444-a000-fef62c104479","6252a35aa35439d3057079b3bc88ba7d",3,"duplicate_record","borrow_applications.json",10,"BORROW-010009","READER-9089","Fannie Hilpert","978-1-165-99972-9","vester stabilis absum laboriosam convoco","北京大学图书馆","上海图书馆",1777928183839,"approved",1780520183839,
"b031ca40-2715-4df2-8557-78f11fe5de64","174759f22369ded2bd051485bd652c87",1,"normal","borrow_applications.json",9,"BORROW-010008","READER-8579","Jonathan Daugherty","978-0-695-92318-1","custodia depraedor valetudo denuncio vorax","复旦大学图书馆","南京图书馆",1773658141585,"returned",1776250141585,1777029794781
"e892e165-9330-4702-a73e-f6a49478c218","c4edff4e786dfd021e4333475dc13893",3,"duplicate_record","borrow_applications.json",8,"BORROW-010007","READER-2853","Annie Zieme","978-0-89520-494-3","tabella ocer adficio quis defleo","北京大学图书馆","南京图书馆",1779082726847,"returned",1781674726847,
"0a1a3559-b75a-4b16-a039-8a2009a98ee0","c97be2a2ab79814baa62aab6c849dcca",3,"duplicate_record","borrow_applications.json",7,"BORROW-010006","READER-9603","Angelina Herzog","978-0-410-30053-2","aequitas absorbeo voluptatum tamdiu cotidie","北京大学图书馆","南京图书馆",1775692859900,"returned",1778284859900,
"01d0dc60-5ab7-448a-b35f-1be12e28db7b","e22d91a78ff455ac8971e6c27f204fb2",3,"duplicate_record","borrow_applications.json",6,"BORROW-010005","READER-1031","Levi Trantow","978-1-272-79595-5","canto argentum derideo reiciendis asper","复旦大学图书馆","上海图书馆",1772137511018,"rejected",1774729511018,
"50b5388e-bae2-4a3f-9a90-e6af7a639b23","03b16057e7ad17c41f060356506c32b3",3,"duplicate_record","borrow_applications.json",5,"BORROW-010004","READER-1600","Leland Crist","978-0-411-15971-9","abeo arto comparo crudelis valens","复旦大学图书馆","国家图书馆",1772414130544,"returned",1775006130544,
"0ffb1a22-596b-45ce-86f4-8627c0cc0f7d","94995247cabc692743509f5b57292ae3",3,"duplicate_record","borrow_applications.json",4,"BORROW-010003","READER-7735","Miss Shawna Maggio","978-1-4986-0944-9","bibo dolore harum ustilo caute","复旦大学图书馆","上海图书馆",1777281191436,"approved",1779873191436,
"88f85f21-290d-43ec-b212-262b82b8bc6b","d25eafbc3e83333569ac3b4b8f8240f3",3,"duplicate_record","borrow_applications.json",3,"BORROW-010002","READER-3681","Colin Schmitt II","978-1-63687-776-1","cauda aptus decimus natus defluo","北京大学图书馆","上海图书馆",1779254221825,"returned",1781846221825,
"89ad7e78-f4e1-4500-bd0c-2ca0b3776549","e445a31b2170f5a6095728d4fb525bc2",3,"duplicate_record","borrow_applications.json",2,"BORROW-010001","READER-3451","Flora Zemlak DVM","978-1-5426-6991-7","voluptates spiculum atqui vapulus vir","清华大学图书馆","国家图书馆",1777923542962,"pending",1780515542962,
"7b159776-17fe-4ac4-9fd0-972dcfb94a99","8d03d3f4f590b353aa8aee057424f564",3,"duplicate_record","borrow_applications.json",1,"BORROW-010000","READER-6611","Susan Brown","978-1-0880-4550-3","abbas communis conturbo suus canonicus","复旦大学图书馆","南京图书馆",1773639295867,"returned",1776231295867,
