"id","businessKey","version","processingReason","sourceFile","originalLineNumber","applicationNo","readerId","readerName","isbn","bookTitle","applicantLibrary","lendingLibrary","applicationDate","status","expectedReturnDate","actualReturnDate"
"db0300d2-ef9b-4088-926b-86b1704862bb","10bca2fbc201dbc1d2d9bc113f07c91a",1,"normal","borrow_applications.json",36,"BORROW-010035","READER-9808","Percy Schneider I","978-0-7862-1918-6","theologus deputo delicate fugit capto","清华大学图书馆","国家图书馆",1779246539587,"rejected",1781838539587,1782239205496
"cd6b8baa-7a90-483d-8e31-29a78b16bbbc","dfefee9f5bf867533448eb7c4a90753d",1,"normal","borrow_applications.json",34,"BORROW-010033","READER-4734","Cornelius Jacobs","978-0-88190-439-0","molestias cura debeo corrigo eum","复旦大学图书馆","国家图书馆",1776114820878,"rejected",1778706820878,
"cb1b9ccc-8bd3-4466-ad24-96e1cc42b87d","54cfd642089048f13504794d4a795740",1,"normal","borrow_applications.json",35,"BORROW-010034","READER-2577","Kristi Thompson-Collier","978-0-9876254-3-4","solus sonitus crudelis tenuis creator","清华大学图书馆","国家图书馆",1778533758359,"rejected",1781125758359,1781424424187
"d6c07909-323c-4fc8-aaa5-d27b3b3ee63b","d5a6ff543924cfd84eacae961e9c178c",1,"normal","borrow_applications.json",33,"BORROW-010032","READER-3880","Ramona Dibbert","978-0-671-41239-5","suffoco solum compono vigor cultellus","复旦大学图书馆","国家图书馆",1772965293470,"returned",1775557293470,1776196937656
"fae48fa4-604a-4d74-98bd-e47c7061d643","a8866e96d01d466b53868645158248ad",1,"normal","borrow_applications.json",32,"BORROW-010031","READER-8965","Malcolm Lueilwitz","978-1-103-39823-2","cognomen crur utrimque templum videlicet","清华大学图书馆","国家图书馆",1772029177599,"returned",1774621177599,1774673851275
"c3255eac-35f6-4caf-9fc2-a46df3c8bf0c","3865f859e07d048fb98cbe963f6b41c3",1,"normal","borrow_applications.json",31,"BORROW-010030","READER-6996","Forrest Mayert","978-1-155-21765-9","ipsum pel celer tres curvo","复旦大学图书馆","上海图书馆",1778598486301,"lent",1781190486301,
"75d99e48-5352-4a60-82af-ea8069655c03","fc615ea2dc31f83ea84ea1fd7591397f",1,"normal","borrow_applications.json",30,"BORROW-010029","READER-2679","Carlton Johnston","978-0-12-788051-8","vita appono demoror caveo celo","复旦大学图书馆","上海图书馆",1779323891441,"lent",1781915891441,
"ce1588c7-e7f6-4c8a-bfb0-83ca6e3036aa","9beb00d0e7b23de3ba4bd66cbf8f0ab2",1,"normal","borrow_applications.json",29,"BORROW-010028","READER-7568","Laura Grimes","978-0-696-53648-9","tamisium demoror terreo careo decimus","复旦大学图书馆","上海图书馆",1778899908454,"approved",1781491908454,1781439103158
"e6756def-b2eb-46ec-81ed-b6c204ec7cd3","ac57e3dcca200a846656c396d99c59e0",1,"normal","borrow_applications.json",28,"BORROW-010027","READER-1870","Laurie King","978-1-913716-75-2","appositus quis aut exercitationem tribuo","复旦大学图书馆","国家图书馆",1773361847427,"returned",1775953847427,1776737000677
"cba5ebf2-bb76-457b-8f0d-c6e706dc83b1","2e0fecb84e77e64912e5abe636d6638d",1,"normal","borrow_applications.json",27,"BORROW-010026","READER-2053","Gladys Medhurst","978-1-127-12880-8","admoveo subvenio antea advenio accommodo","复旦大学图书馆","上海图书馆",1775300435627,"pending",1777892435627,1777980963833
"508207ae-536d-43e8-8e73-df3be7fed570","52ec83f4d5b1c69a8cd0dfb3828389f3",1,"normal","borrow_applications.json",26,"BORROW-010025","READER-7880","Joanna Morissette","978-1-4278-7931-8","utpote civitas tantillus terminatio victus","清华大学图书馆","上海图书馆",1777739654334,"pending",1780331654334,1780418857532
"173f4ccb-3802-4745-b4d0-08a984ef27bb","bd4b3e747873017fc40b1845ce7159f0",1,"normal","borrow_applications.json",25,"BORROW-010024","READER-4357","Lee McCullough","978-1-76210-185-3","degusto decretum quia a canonicus","复旦大学图书馆","国家图书馆",1772184582842,"pending",1774776582842,1775452916457
"fc1e01c0-c465-4d70-8906-a8c73380207c","7014f43253ac9421dcadc8154c03f4e5",1,"normal","borrow_applications.json",24,"BORROW-010023","READER-2709","Robin Heller","978-1-5452-5824-8","viriliter veniam dedico casso uter","清华大学图书馆","国家图书馆",1775069948698,"rejected",1777661948698,1778682327273
"ce7ff08f-23e6-4d0d-986a-cd2fd322a4e6","82d292044d0200b61d9642c921469c61",1,"normal","borrow_applications.json",22,"BORROW-010021","READER-8856","Bobby Kris","978-0-567-42751-9","centum tepidus perspiciatis volva illo","复旦大学图书馆","南京图书馆",1776133811229,"pending",1778725811229,1779427550491
"c905faa1-de4b-43d5-aa50-40cf1033c03a","c50797434b4911ed1cafd8dade93b3c8",1,"normal","borrow_applications.json",23,"BORROW-010022","READER-7079","Naomi Kovacek Sr.","978-0-461-85205-9","apostolus solus saepe arbustum cultellus","复旦大学图书馆","国家图书馆",1776109236665,"returned",1778701236665,1779081560694
"7255783e-8f3f-47f7-91a8-e6c6c65c1c05","2725322f2e42dc5bf7e766fab5614545",1,"normal","borrow_applications.json",21,"BORROW-010020","READER-4186","Vivian Heathcote IV","978-0-200-73052-5","porro nobis spiritus cresco vulgo","清华大学图书馆","南京图书馆",1778950765633,"approved",1781542765633,1781935734358
"6c3211fa-ec07-48f8-bf05-fc4d518a5c2a","b1e5f910fc91d0037edd610933b0a656",1,"normal","borrow_applications.json",20,"BORROW-010019","READER-8975","Marcella Anderson","978-1-4406-5281-3","denuo aequus tondeo victoria ad","北京大学图书馆","国家图书馆",1778521932920,"approved",1781113932920,
"7c9fae54-30db-4467-90ba-4a3984e04304","1d8bce2650897597425e3dcd3cc2fd10",1,"normal","borrow_applications.json",19,"BORROW-010018","READER-8183","Mr. Casey Fadel","978-1-388-94417-9","architecto id pel congregatio sollers","清华大学图书馆","上海图书馆",1777769530843,"lent",1780361530843,1781351346980
"bcfc74e6-2afe-4814-852e-b05bf144581b","c5dc53a2ddc717c148b79f8f8516fc48",1,"normal","borrow_applications.json",18,"BORROW-010017","READER-4235","Dr. Theodore Hirthe","978-0-7970-8000-3","tum thalassinus alias taedium sto","清华大学图书馆","上海图书馆",1773509085924,"pending",1776101085924,1777185884966
"e10f7ff5-3ecf-42e5-9ba7-dea2089aeb68","8add2395ab785437fed007afb69dfbb6",1,"normal","borrow_applications.json",17,"BORROW-010016","READER-6593","Patsy Abernathy","978-1-4103-2657-7","coma baiulus adhaero aequus amet","清华大学图书馆","上海图书馆",1777099049730,"lent",1779691049730,1780569420199
"90320805-801f-46aa-aa04-16aaded56905","2b281ef2dbefe4ab779c7c37cf25d556",1,"normal","borrow_applications.json",16,"BORROW-010015","READER-8948","Bert Pfannerstill","978-0-8145-5606-1","usus astrum cubitum commodo ultio","复旦大学图书馆","国家图书馆",1775741505067,"returned",1778333505067,
"67c8caff-17a5-4363-bdbb-da8301927595","033c0da79df881a6b5e96d246c958c3a",1,"normal","borrow_applications.json",15,"BORROW-010014","READER-9751","Pat Gulgowski-Barrows PhD","978-1-120-50567-5","cogito torqueo totam tutis angustus","清华大学图书馆","南京图书馆",1776822540599,"lent",1779414540599,1780436219833
"41fb8c1e-f34f-42db-b33b-1ebf529ee99c","6532d59566ebeec03fa4ca9e2907d37c",1,"normal","borrow_applications.json",13,"BORROW-010012","READER-1778","Tony Koss","978-0-518-24261-1","candidus casso constans cupiditas canto","清华大学图书馆","国家图书馆",1776278051917,"approved",1778870051917,1779633905674
"394e7fb0-4bda-4ee7-b7d1-d972ed938d16","74d7083647fa47bc95adc868d386f2b9",1,"normal","borrow_applications.json",14,"BORROW-010013","READER-6321","Hector Stamm V","978-1-306-21343-1","tui deripio tristis triduana eos","复旦大学图书馆","南京图书馆",1776542659853,"lent",1779134659853,
"44f941a7-8f93-48e1-9efa-c5ddf4b9688d","ced3f587ae964e08b273090bcfb93014",1,"normal","borrow_applications.json",12,"BORROW-010011","READER-1748","Cynthia Feil","978-1-207-87530-1","cruentus virga varietas decerno denique","清华大学图书馆","南京图书馆",1776097119093,"lent",1778689119093,1779177275361
"276a6e50-6427-4768-94cd-28c7e25fcdc5","ebc35471f1593420afdb11117d9a49dc",1,"normal","borrow_applications.json",11,"BORROW-010010","READER-8937","Lamar Keebler","978-1-83618-177-4","causa velum adeptio canonicus tunc","复旦大学图书馆","南京图书馆",1775736445234,"pending",1778328445234,1777989007823
"3b61c254-0293-4491-b919-cf819fce9d7c","6252a35aa35439d3057079b3bc88ba7d",1,"normal","borrow_applications.json",10,"BORROW-010009","READER-9089","Fannie Hilpert","978-1-165-99972-9","vester stabilis absum laboriosam convoco","北京大学图书馆","上海图书馆",1777928183839,"approved",1780520183839,
"e614382c-5bfe-40e6-83c7-b89b1743fdc9","174759f22369ded2bd051485bd652c87",1,"normal","borrow_applications.json",9,"BORROW-010008","READER-8579","Jonathan Daugherty","978-0-695-92318-1","custodia depraedor valetudo denuncio vorax","复旦大学图书馆","南京图书馆",1773658141585,"returned",1776250141585,1777029794781
"f80643b4-1f3e-4f69-a5b9-40a3106ec3ff","c4edff4e786dfd021e4333475dc13893",1,"normal","borrow_applications.json",8,"BORROW-010007","READER-2853","Annie Zieme","978-0-89520-494-3","tabella ocer adficio quis defleo","北京大学图书馆","南京图书馆",1779082726847,"returned",1781674726847,
"aeb699ea-656d-44b1-95e7-8cdece234320","c97be2a2ab79814baa62aab6c849dcca",1,"normal","borrow_applications.json",7,"BORROW-010006","READER-9603","Angelina Herzog","978-0-410-30053-2","aequitas absorbeo voluptatum tamdiu cotidie","北京大学图书馆","南京图书馆",1775692859900,"returned",1778284859900,
"bd06453c-2de5-4bfd-abee-6fc3c8b6f41e","e22d91a78ff455ac8971e6c27f204fb2",1,"normal","borrow_applications.json",6,"BORROW-010005","READER-1031","Levi Trantow","978-1-272-79595-5","canto argentum derideo reiciendis asper","复旦大学图书馆","上海图书馆",1772137511018,"rejected",1774729511018,
"dd7c060c-7e19-4a24-9ab3-551aaeddb4cf","03b16057e7ad17c41f060356506c32b3",1,"normal","borrow_applications.json",5,"BORROW-010004","READER-1600","Leland Crist","978-0-411-15971-9","abeo arto comparo crudelis valens","复旦大学图书馆","国家图书馆",1772414130544,"returned",1775006130544,
"2f48db0b-09c2-4bb4-a728-fb061e983a2a","94995247cabc692743509f5b57292ae3",1,"normal","borrow_applications.json",4,"BORROW-010003","READER-7735","Miss Shawna Maggio","978-1-4986-0944-9","bibo dolore harum ustilo caute","复旦大学图书馆","上海图书馆",1777281191436,"approved",1779873191436,
"73cca0ab-a6ff-482f-843a-d5108de617b0","d25eafbc3e83333569ac3b4b8f8240f3",1,"normal","borrow_applications.json",3,"BORROW-010002","READER-3681","Colin Schmitt II","978-1-63687-776-1","cauda aptus decimus natus defluo","北京大学图书馆","上海图书馆",1779254221825,"returned",1781846221825,
"50fb6943-4007-4707-b1d4-5ffcf7ff76d4","e445a31b2170f5a6095728d4fb525bc2",1,"normal","borrow_applications.json",2,"BORROW-010001","READER-3451","Flora Zemlak DVM","978-1-5426-6991-7","voluptates spiculum atqui vapulus vir","清华大学图书馆","国家图书馆",1777923542962,"pending",1780515542962,
"09415574-f501-4a3d-912c-aecb51fbf745","8d03d3f4f590b353aa8aee057424f564",1,"normal","borrow_applications.json",1,"BORROW-010000","READER-6611","Susan Brown","978-1-0880-4550-3","abbas communis conturbo suus canonicus","复旦大学图书馆","南京图书馆",1773639295867,"returned",1776231295867,
