"id","businessKey","version","processingReason","sourceFile","originalLineNumber","applicationNo","readerId","readerName","isbn","bookTitle","applicantLibrary","lendingLibrary","applicationDate","status","expectedReturnDate","actualReturnDate"
"b1bcc0e3-fff9-4958-865f-a06eec0869dc","4d130d8fe590e7a74e479063f9b7eeb1",1,"normal","api_import_borrow_application_2026-05-25.json",40,"BORROW-010039","READER-9913","Pauline Parker I","978-1-82731-625-3","tersus talio curis conculco amor","北京大学图书馆","南京图书馆",1774927914332,"approved",1777519914332,
"395dda1b-f2c2-40ec-9a1f-b126a1b620ec","c5eb2c1c76b072d59acadc8bc992d30f",1,"normal","api_import_borrow_application_2026-05-25.json",39,"BORROW-010038","READER-1297","June Stiedemann","978-0-664-24969-4","utpote maxime magni coepi cohaero","清华大学图书馆","南京图书馆",1774449604239,"pending",1777041604239,1777264198463
"03a9f0b4-5e3f-4206-9e69-4050927f225b","d42f86ce1980a1354b156d3f3adc3389",1,"normal","api_import_borrow_application_2026-05-25.json",38,"BORROW-010037","READER-7234","Nicolas Pfeffer","978-1-75617-358-3","a stillicidium teneo suppellex thema","复旦大学图书馆","国家图书馆",1775587555281,"rejected",1778179555281,1779260943777
"959e8200-016d-473f-8e59-93385fc86122","d7f573cc0d511627e2b08d191063ec0e",1,"normal","api_import_borrow_application_2026-05-25.json",37,"BORROW-010036","READER-1010","Constance O'Conner DDS","978-1-83292-557-0","illo argumentum cunae utroque aiunt","北京大学图书馆","南京图书馆",1773401328736,"approved",1775993328736,
"317abf07-f672-4756-8f75-c8967f01828e","10bca2fbc201dbc1d2d9bc113f07c91a",1,"normal","api_import_borrow_application_2026-05-25.json",36,"BORROW-010035","READER-9808","Percy Schneider I","978-0-7862-1918-6","theologus deputo delicate fugit capto","清华大学图书馆","国家图书馆",1779246539587,"rejected",1781838539587,1782239205496
"5fa70e38-1ac3-4973-bbfb-322d0f239269","54cfd642089048f13504794d4a795740",1,"normal","api_import_borrow_application_2026-05-25.json",35,"BORROW-010034","READER-2577","Kristi Thompson-Collier","978-0-9876254-3-4","solus sonitus crudelis tenuis creator","清华大学图书馆","国家图书馆",1778533758359,"rejected",1781125758359,1781424424187
"f3d0c6f9-152a-44df-8cb3-df1bb5e461a3","dfefee9f5bf867533448eb7c4a90753d",1,"normal","api_import_borrow_application_2026-05-25.json",34,"BORROW-010033","READER-4734","Cornelius Jacobs","978-0-88190-439-0","molestias cura debeo corrigo eum","复旦大学图书馆","国家图书馆",1776114820878,"rejected",1778706820878,
"e89a5e88-a7d2-461a-a463-f512eebf928c","d5a6ff543924cfd84eacae961e9c178c",1,"normal","api_import_borrow_application_2026-05-25.json",33,"BORROW-010032","READER-3880","Ramona Dibbert","978-0-671-41239-5","suffoco solum compono vigor cultellus","复旦大学图书馆","国家图书馆",1772965293470,"returned",1775557293470,1776196937656
"beab1159-60ab-4bdd-8975-e27b70cce0bd","a8866e96d01d466b53868645158248ad",1,"normal","api_import_borrow_application_2026-05-25.json",32,"BORROW-010031","READER-8965","Malcolm Lueilwitz","978-1-103-39823-2","cognomen crur utrimque templum videlicet","清华大学图书馆","国家图书馆",1772029177599,"returned",1774621177599,1774673851275
"6e98f30e-b04d-425d-ae80-95d0c6bbefa9","3865f859e07d048fb98cbe963f6b41c3",1,"normal","api_import_borrow_application_2026-05-25.json",31,"BORROW-010030","READER-6996","Forrest Mayert","978-1-155-21765-9","ipsum pel celer tres curvo","复旦大学图书馆","上海图书馆",1778598486301,"lent",1781190486301,
"ebc22575-bbb1-4e89-aec0-71a92b458e4e","fc615ea2dc31f83ea84ea1fd7591397f",1,"normal","api_import_borrow_application_2026-05-25.json",30,"BORROW-010029","READER-2679","Carlton Johnston","978-0-12-788051-8","vita appono demoror caveo celo","复旦大学图书馆","上海图书馆",1779323891441,"lent",1781915891441,
"251d2972-af57-44bd-b079-13b6ec630fcd","9beb00d0e7b23de3ba4bd66cbf8f0ab2",1,"normal","api_import_borrow_application_2026-05-25.json",29,"BORROW-010028","READER-7568","Laura Grimes","978-0-696-53648-9","tamisium demoror terreo careo decimus","复旦大学图书馆","上海图书馆",1778899908454,"approved",1781491908454,1781439103158
"7f7f30dc-1dac-4042-9b9b-d81e6927963a","ac57e3dcca200a846656c396d99c59e0",1,"normal","api_import_borrow_application_2026-05-25.json",28,"BORROW-010027","READER-1870","Laurie King","978-1-913716-75-2","appositus quis aut exercitationem tribuo","复旦大学图书馆","国家图书馆",1773361847427,"returned",1775953847427,1776737000677
"55592c1a-1373-42bc-ae41-b33c744c190b","2e0fecb84e77e64912e5abe636d6638d",1,"normal","api_import_borrow_application_2026-05-25.json",27,"BORROW-010026","READER-2053","Gladys Medhurst","978-1-127-12880-8","admoveo subvenio antea advenio accommodo","复旦大学图书馆","上海图书馆",1775300435627,"pending",1777892435627,1777980963833
"9e5ff712-0e2e-4a5c-8c7e-58d415ea915a","52ec83f4d5b1c69a8cd0dfb3828389f3",1,"normal","api_import_borrow_application_2026-05-25.json",26,"BORROW-010025","READER-7880","Joanna Morissette","978-1-4278-7931-8","utpote civitas tantillus terminatio victus","清华大学图书馆","上海图书馆",1777739654334,"pending",1780331654334,1780418857532
"57a96b0c-6dd0-485c-aa1a-f6627a0452b8","bd4b3e747873017fc40b1845ce7159f0",1,"normal","api_import_borrow_application_2026-05-25.json",25,"BORROW-010024","READER-4357","Lee McCullough","978-1-76210-185-3","degusto decretum quia a canonicus","复旦大学图书馆","国家图书馆",1772184582842,"pending",1774776582842,1775452916457
"d9b4e1b4-4aa1-4d82-b5ff-e543f607314b","7014f43253ac9421dcadc8154c03f4e5",1,"normal","api_import_borrow_application_2026-05-25.json",24,"BORROW-010023","READER-2709","Robin Heller","978-1-5452-5824-8","viriliter veniam dedico casso uter","清华大学图书馆","国家图书馆",1775069948698,"rejected",1777661948698,1778682327273
"94008ed3-1a26-4c5b-9ae4-eb054668be43","c50797434b4911ed1cafd8dade93b3c8",1,"normal","api_import_borrow_application_2026-05-25.json",23,"BORROW-010022","READER-7079","Naomi Kovacek Sr.","978-0-461-85205-9","apostolus solus saepe arbustum cultellus","复旦大学图书馆","国家图书馆",1776109236665,"returned",1778701236665,1779081560694
"9d9583f3-76fc-4817-b08e-11a0fed9e84e","82d292044d0200b61d9642c921469c61",1,"normal","api_import_borrow_application_2026-05-25.json",22,"BORROW-010021","READER-8856","Bobby Kris","978-0-567-42751-9","centum tepidus perspiciatis volva illo","复旦大学图书馆","南京图书馆",1776133811229,"pending",1778725811229,1779427550491
"6eba385d-f04d-4ae4-9fd5-328bea5725f9","2725322f2e42dc5bf7e766fab5614545",1,"normal","api_import_borrow_application_2026-05-25.json",21,"BORROW-010020","READER-4186","Vivian Heathcote IV","978-0-200-73052-5","porro nobis spiritus cresco vulgo","清华大学图书馆","南京图书馆",1778950765633,"approved",1781542765633,1781935734358
"e03478c7-374d-430d-b4c1-5f5f5708b67d","b1e5f910fc91d0037edd610933b0a656",1,"normal","api_import_borrow_application_2026-05-25.json",20,"BORROW-010019","READER-8975","Marcella Anderson","978-1-4406-5281-3","denuo aequus tondeo victoria ad","北京大学图书馆","国家图书馆",1778521932920,"approved",1781113932920,
"0637785c-cd2c-4406-8162-4ba3d2ae0afb","1d8bce2650897597425e3dcd3cc2fd10",1,"normal","api_import_borrow_application_2026-05-25.json",19,"BORROW-010018","READER-8183","Mr. Casey Fadel","978-1-388-94417-9","architecto id pel congregatio sollers","清华大学图书馆","上海图书馆",1777769530843,"lent",1780361530843,1781351346980
"d4d47ca2-2e33-4a2f-8d39-ae518181d0e2","c5dc53a2ddc717c148b79f8f8516fc48",1,"normal","api_import_borrow_application_2026-05-25.json",18,"BORROW-010017","READER-4235","Dr. Theodore Hirthe","978-0-7970-8000-3","tum thalassinus alias taedium sto","清华大学图书馆","上海图书馆",1773509085924,"pending",1776101085924,1777185884966
"79437aaf-1ff9-41f4-92da-7eba162838f0","8add2395ab785437fed007afb69dfbb6",1,"normal","api_import_borrow_application_2026-05-25.json",17,"BORROW-010016","READER-6593","Patsy Abernathy","978-1-4103-2657-7","coma baiulus adhaero aequus amet","清华大学图书馆","上海图书馆",1777099049730,"lent",1779691049730,1780569420199
"9d98e386-5076-444f-b50c-7f58e91ee31a","2b281ef2dbefe4ab779c7c37cf25d556",1,"normal","api_import_borrow_application_2026-05-25.json",16,"BORROW-010015","READER-8948","Bert Pfannerstill","978-0-8145-5606-1","usus astrum cubitum commodo ultio","复旦大学图书馆","国家图书馆",1775741505067,"returned",1778333505067,
"933ec090-9a89-4a05-929e-1d885c70630a","033c0da79df881a6b5e96d246c958c3a",1,"normal","api_import_borrow_application_2026-05-25.json",15,"BORROW-010014","READER-9751","Pat Gulgowski-Barrows PhD","978-1-120-50567-5","cogito torqueo totam tutis angustus","清华大学图书馆","南京图书馆",1776822540599,"lent",1779414540599,1780436219833
"66ed84b3-3392-4d8b-a0eb-3f55e961219c","74d7083647fa47bc95adc868d386f2b9",1,"normal","api_import_borrow_application_2026-05-25.json",14,"BORROW-010013","READER-6321","Hector Stamm V","978-1-306-21343-1","tui deripio tristis triduana eos","复旦大学图书馆","南京图书馆",1776542659853,"lent",1779134659853,
"ad759b00-ea91-45a0-aa9a-866da4e1b623","6532d59566ebeec03fa4ca9e2907d37c",1,"normal","api_import_borrow_application_2026-05-25.json",13,"BORROW-010012","READER-1778","Tony Koss","978-0-518-24261-1","candidus casso constans cupiditas canto","清华大学图书馆","国家图书馆",1776278051917,"approved",1778870051917,1779633905674
"4c70abee-38b1-4166-ab6b-bc9cc10c8946","ced3f587ae964e08b273090bcfb93014",1,"normal","api_import_borrow_application_2026-05-25.json",12,"BORROW-010011","READER-1748","Cynthia Feil","978-1-207-87530-1","cruentus virga varietas decerno denique","清华大学图书馆","南京图书馆",1776097119093,"lent",1778689119093,1779177275361
"d0804813-17b8-4f7a-8e5d-fdcf68348b0f","ebc35471f1593420afdb11117d9a49dc",1,"normal","api_import_borrow_application_2026-05-25.json",11,"BORROW-010010","READER-8937","Lamar Keebler","978-1-83618-177-4","causa velum adeptio canonicus tunc","复旦大学图书馆","南京图书馆",1775736445234,"pending",1778328445234,1777989007823
"b1cda4e3-ba5c-4b76-b20a-8771641653e1","6252a35aa35439d3057079b3bc88ba7d",1,"normal","api_import_borrow_application_2026-05-25.json",10,"BORROW-010009","READER-9089","Fannie Hilpert","978-1-165-99972-9","vester stabilis absum laboriosam convoco","北京大学图书馆","上海图书馆",1777928183839,"approved",1780520183839,
"8feb67bd-a26f-4ecc-8c35-3b416f5ca0d8","174759f22369ded2bd051485bd652c87",1,"normal","api_import_borrow_application_2026-05-25.json",9,"BORROW-010008","READER-8579","Jonathan Daugherty","978-0-695-92318-1","custodia depraedor valetudo denuncio vorax","复旦大学图书馆","南京图书馆",1773658141585,"returned",1776250141585,1777029794781
"e330dda8-2e8d-4b0d-85c1-8885352a7706","c4edff4e786dfd021e4333475dc13893",1,"normal","api_import_borrow_application_2026-05-25.json",8,"BORROW-010007","READER-2853","Annie Zieme","978-0-89520-494-3","tabella ocer adficio quis defleo","北京大学图书馆","南京图书馆",1779082726847,"returned",1781674726847,
"58d2b3fa-c757-4e36-8687-3ab1a0f46f83","c97be2a2ab79814baa62aab6c849dcca",1,"normal","api_import_borrow_application_2026-05-25.json",7,"BORROW-010006","READER-9603","Angelina Herzog","978-0-410-30053-2","aequitas absorbeo voluptatum tamdiu cotidie","北京大学图书馆","南京图书馆",1775692859900,"returned",1778284859900,
"c24a2fa2-6099-47b4-80f6-6a788881719b","e22d91a78ff455ac8971e6c27f204fb2",1,"normal","api_import_borrow_application_2026-05-25.json",6,"BORROW-010005","READER-1031","Levi Trantow","978-1-272-79595-5","canto argentum derideo reiciendis asper","复旦大学图书馆","上海图书馆",1772137511018,"rejected",1774729511018,
"9788d277-721b-495a-9835-60bf48eee47f","03b16057e7ad17c41f060356506c32b3",1,"normal","api_import_borrow_application_2026-05-25.json",5,"BORROW-010004","READER-1600","Leland Crist","978-0-411-15971-9","abeo arto comparo crudelis valens","复旦大学图书馆","国家图书馆",1772414130544,"returned",1775006130544,
"30eacbcd-fad3-4f0f-b1fa-3f20b39bde94","94995247cabc692743509f5b57292ae3",1,"normal","api_import_borrow_application_2026-05-25.json",4,"BORROW-010003","READER-7735","Miss Shawna Maggio","978-1-4986-0944-9","bibo dolore harum ustilo caute","复旦大学图书馆","上海图书馆",1777281191436,"approved",1779873191436,
"b4e1c0f9-546a-467f-9ea7-fea90d6fdd35","d25eafbc3e83333569ac3b4b8f8240f3",1,"normal","api_import_borrow_application_2026-05-25.json",3,"BORROW-010002","READER-3681","Colin Schmitt II","978-1-63687-776-1","cauda aptus decimus natus defluo","北京大学图书馆","上海图书馆",1779254221825,"returned",1781846221825,
"5c9070eb-5373-486d-bd6a-ac63d423886c","e445a31b2170f5a6095728d4fb525bc2",1,"normal","api_import_borrow_application_2026-05-25.json",2,"BORROW-010001","READER-3451","Flora Zemlak DVM","978-1-5426-6991-7","voluptates spiculum atqui vapulus vir","清华大学图书馆","国家图书馆",1777923542962,"pending",1780515542962,
"3af07ea6-a476-4a6b-a935-6d60c17ffa55","8d03d3f4f590b353aa8aee057424f564",1,"normal","api_import_borrow_application_2026-05-25.json",1,"BORROW-010000","READER-6611","Susan Brown","978-1-0880-4550-3","abbas communis conturbo suus canonicus","复旦大学图书馆","南京图书馆",1773639295867,"returned",1776231295867,
